1759103142.049233 server started (25535): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1759103142.049248 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1759103142.049252 using libevent 2.1.12-stable poll
1759103142.049254 using ncurses 6.4 20240113
1759103142.055559 cmd_parse_build_commands 0:0: respawn-window
1759103142.055560 cmd_parse_build_commands 0:1: -k
1759103142.055563 args_parse_flags: next -k
1759103142.055564 args_parse_flags: -k
1759103142.055565 args_parse: flags end at 2 of 2
1759103142.055567 cmd_parse_build_commands: respawn-window -k
1759103142.055571 cmd_parse_build_commands 0:0: select-pane
1759103142.055573 cmd_parse_build_commands 0:1: -m
1759103142.055575 args_parse_flags: next -m
1759103142.055577 args_parse_flags: -m
1759103142.055578 args_parse: flags end at 2 of 2
1759103142.055580 cmd_parse_build_commands: select-pane -m
1759103142.055582 cmd_parse_build_commands 0:0: command-prompt
1759103142.055584 cmd_parse_build_commands 0:1: -FI
1759103142.055585 cmd_parse_build_commands 0:2: #W
1759103142.055587 cmd_parse_build_commands 0:3 0:0: rename-window
1759103142.055591 cmd_parse_build_commands 0:3 0:1: -t
1759103142.055593 cmd_parse_build_commands 0:3 0:2: #{window_id}
1759103142.055595 cmd_parse_build_commands 0:3 0:3: --
1759103142.055596 cmd_parse_build_commands 0:3 0:4: %%
1759103142.055598 cmd_parse_build_commands 0:0: rename-window
1759103142.055599 cmd_parse_build_commands 0:1: -t
1759103142.055601 cmd_parse_build_commands 0:2: #{window_id}
1759103142.055602 cmd_parse_build_commands 0:3: --
1759103142.055604 cmd_parse_build_commands 0:4: %%
1759103142.055606 args_parse_flags: next -t
1759103142.055608 args_parse_flag_argument: -t = #{window_id}
1759103142.055609 args_parse_flags: next --
1759103142.055611 args_parse: flags end at 4 of 5
1759103142.055612 args_parse: 4 = %% (type STRING)
1759103142.055615 cmd_parse_build_commands: rename-window -t "#{window_id}" "%%"
1759103142.055617 args_parse_flags: next -FI
1759103142.055618 args_parse_flags: -F
1759103142.055620 args_parse_flag_argument: -I = #W
1759103142.055621 args_parse: flags end at 3 of 4
1759103142.055624 args_parse: 3 = rename-window -t "#{window_id}" "%%" (type COMMANDS)
1759103142.055627 cmd_parse_build_commands: command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" }
1759103142.055632 cmd_parse_build_commands 0:0: new-window
1759103142.055633 cmd_parse_build_commands 0:1: -a
1759103142.055635 args_parse_flags: next -a
1759103142.055637 args_parse_flags: -a
1759103142.055638 args_parse: flags end at 2 of 2
1759103142.055640 cmd_parse_build_commands: new-window -a
1759103142.055642 cmd_parse_build_commands 0:0: new-window
1759103142.055644 args_parse: flags end at 1 of 1
1759103142.055646 cmd_parse_build_commands: new-window
1759103142.055647 args_parse_flags: next -xW
1759103142.055649 args_parse_flag_argument: -x = W
1759103142.055650 args_parse_flags: next -yW
1759103142.055652 args_parse_flag_argument: -y = W
1759103142.055653 args_parse_flags: next -T
1759103142.055655 args_parse_flag_argument: -T = #[align=centre]#{window_index}:#{window_name}
1759103142.055657 args_parse_flags: next #{?#{>:#{session_windows},1},,-}Swap Left
1759103142.055658 args_parse: flags end at 5 of 34
1759103142.055660 args_parse: 5 = #{?#{>:#{session_windows},1},,-}Swap Left (type STRING)
1759103142.055662 args_parse: 6 = l (type STRING)
1759103142.055664 args_parse: 7 = swap-window -t :-1 (type COMMANDS)
1759103142.055666 args_parse: 8 = #{?#{>:#{session_windows},1},,-}Swap Right (type STRING)
1759103142.055667 args_parse: 9 = r (type STRING)
1759103142.055670 args_parse: 10 = swap-window -t :+1 (type COMMANDS)
1759103142.055671 args_parse: 11 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1759103142.055673 args_parse: 12 = s (type STRING)
1759103142.055675 args_parse: 13 = swap-window (type COMMANDS)
1759103142.055676 args_parse: 14 =  (type STRING)
1759103142.055678 args_parse: 15 = Kill (type STRING)
1759103142.055680 args_parse: 16 = X (type STRING)
1759103142.055681 args_parse: 17 = kill-window (type COMMANDS)
1759103142.055683 args_parse: 18 = Respawn (type STRING)
1759103142.055685 args_parse: 19 = R (type STRING)
1759103142.055687 args_parse: 20 = respawn-window -k (type COMMANDS)
1759103142.055688 args_parse: 21 = #{?pane_marked,Unmark,Mark} (type STRING)
1759103142.055690 args_parse: 22 = m (type STRING)
1759103142.055692 args_parse: 23 = select-pane -m (type COMMANDS)
1759103142.055693 args_parse: 24 = Rename (type STRING)
1759103142.055695 args_parse: 25 = n (type STRING)
1759103142.055698 args_parse: 26 = command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } (type COMMANDS)
1759103142.055700 args_parse: 27 =  (type STRING)
1759103142.055702 args_parse: 28 = New After (type STRING)
1759103142.055703 args_parse: 29 = w (type STRING)
1759103142.055706 args_parse: 30 = new-window -a (type COMMANDS)
1759103142.055708 args_parse: 31 = New At End (type STRING)
1759103142.055709 args_parse: 32 = W (type STRING)
1759103142.055713 args_parse: 33 = new-window (type COMMANDS)
1759103142.055729 cmd_parse_build_commands: display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window }
1759103142.055734 args_parse_flags: next <
1759103142.055736 args_parse: flags end at 1 of 3
1759103142.055737 args_parse: 1 = < (type STRING)
1759103142.055753 args_parse: 2 = display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } (type COMMANDS)
1759103142.055772 cmd_parse_build_commands: bind-key < { display-menu -T "#[align=centre]#{window_index}:#{window_name}" -x W -y W "#{?#{>:#{session_windows},1},,-}Swap Left" l { swap-window -t :-1 } "#{?#{>:#{session_windows},1},,-}Swap Right" r { swap-window -t :+1 } "#{?pane_marked_set,,-}Swap Marked" s { swap-window } '' Kill X { kill-window } Respawn R { respawn-window -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } Rename n { command-prompt -F -I "#W" { rename-window -t "#{window_id}" "%%" } } '' "New After" w { new-window -a } "New At End" W { new-window } }
1759103142.055775 cmdq_get_command: [bind-key/0x63fd3243f640] group 690
1759103142.055777 cmdq_append <global>: [bind-key/0x63fd3243f640]
1759103142.055780 yylex_token: end at WS
1759103142.055781 yylex_token: bind
1759103142.055783 yylex_token: end at WS
1759103142.055784 yylex_token: >
1759103142.055786 yylex_token: end at WS
1759103142.055787 yylex_token: display-menu
1759103142.055789 yylex_token: end at WS
1759103142.055790 yylex_token: -xP
1759103142.055791 yylex_token: end at WS
1759103142.055793 yylex_token: -yP
1759103142.055794 yylex_token: end at WS
1759103142.055796 yylex_token: -T
1759103142.055798 yylex_token: end at WS
1759103142.055799 yylex_token: #[align=centre]#{pane_index} (#{pane_id})
1759103142.055801 yylex_token: end at WS
1759103142.055803 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1759103142.055804 yylex_token: end at WS
1759103142.055806 yylex_token: <
1759103142.055807 yylex_token: end at WS
1759103142.055809 yylex_token: send
1759103142.055810 yylex_token: end at WS
1759103142.055811 yylex_token: -X
1759103142.055813 yylex_token: end at }
1759103142.055814 yylex_token: history-top
1759103142.055817 yylex_token: end at WS
1759103142.055818 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1759103142.055820 yylex_token: end at WS
1759103142.055821 yylex_token: >
1759103142.055823 yylex_token: end at WS
1759103142.055824 yylex_token: send
1759103142.055826 yylex_token: end at WS
1759103142.055827 yylex_token: -X
1759103142.055828 yylex_token: end at }
1759103142.055830 yylex_token: history-bottom
1759103142.055831 yylex_token: end at WS
1759103142.055833 yylex_token: 
1759103142.055835 yylex_token: end at WS
1759103142.055837 yylex_token: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1759103142.055838 yylex_token: end at WS
1759103142.055840 yylex_token: C-r
1759103142.055841 yylex_token: end at WS
1759103142.055842 yylex_token: if
1759103142.055844 yylex_token: end at WS
1759103142.055845 yylex_token: -F
1759103142.055847 yylex_token: end at WS
1759103142.055849 yylex_token: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1759103142.055850 yylex_token: end at ;
1759103142.055852 yylex_token: copy-mode -t=
1759103142.055854 yylex_token: end at WS
1759103142.055855 yylex_token: send
1759103142.055856 yylex_token: end at WS
1759103142.055861 yylex_token: -Xt=
1759103142.055863 yylex_token: end at WS
1759103142.055864 yylex_token: search-backward
1759103142.055866 yylex_token: end at }
1759103142.055867 yylex_token: #{q:mouse_word}
1759103142.055869 yylex_token: end at WS
1759103142.055871 yylex_token: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1759103142.055873 yylex_token: end at WS
1759103142.055874 yylex_token: C-y
1759103142.055876 yylex_token: end at WS
1759103142.055877 yylex_token: copy-mode
1759103142.055878 yylex_token: end at ;
1759103142.055880 yylex_token: -q
1759103142.055881 yylex_token: end at WS
1759103142.055883 yylex_token: send-keys
1759103142.055884 yylex_token: end at WS
1759103142.055886 yylex_token: -l
1759103142.055887 yylex_token: end at WS
1759103142.055888 yylex_token: --
1759103142.055890 yylex_token: end at }
1759103142.055891 yylex_token: #{q:mouse_word}
1759103142.055893 yylex_token: end at WS
1759103142.055895 yylex_token: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1759103142.055897 yylex_token: end at WS
1759103142.055898 yylex_token: c
1759103142.055899 yylex_token: end at WS
1759103142.055901 yylex_token: copy-mode
1759103142.055902 yylex_token: end at ;
1759103142.055903 yylex_token: -q
1759103142.055905 yylex_token: end at WS
1759103142.055906 yylex_token: set-buffer
1759103142.055908 yylex_token: end at WS
1759103142.055909 yylex_token: --
1759103142.055911 yylex_token: end at }
1759103142.055912 yylex_token: #{q:mouse_word}
1759103142.055914 yylex_token: end at WS
1759103142.055915 yylex_token: #{?mouse_line,Copy Line,}
1759103142.055917 yylex_token: end at WS
1759103142.055918 yylex_token: l
1759103142.055920 yylex_token: end at WS
1759103142.055921 yylex_token: copy-mode
1759103142.055923 yylex_token: end at ;
1759103142.055924 yylex_token: -q
1759103142.055926 yylex_token: end at WS
1759103142.055927 yylex_token: set-buffer
1759103142.055928 yylex_token: end at WS
1759103142.055930 yylex_token: --
1759103142.055931 yylex_token: end at }
1759103142.055933 yylex_token: #{q:mouse_line}
1759103142.055934 yylex_token: end at WS
1759103142.055935 yylex_token: 
1759103142.055938 yylex_token: end at WS
1759103142.055940 yylex_token: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1759103142.055941 yylex_token: end at WS
1759103142.055943 yylex_token: C-h
1759103142.055944 yylex_token: end at WS
1759103142.055946 yylex_token: copy-mode
1759103142.055947 yylex_token: end at ;
1759103142.055949 yylex_token: -q
1759103142.055950 yylex_token: end at WS
1759103142.055952 yylex_token: send-keys
1759103142.055953 yylex_token: end at WS
1759103142.055954 yylex_token: -l
1759103142.055956 yylex_token: end at WS
1759103142.055957 yylex_token: --
1759103142.055959 yylex_token: end at }
1759103142.055960 yylex_token: #{q:mouse_hyperlink}
1759103142.055963 yylex_token: end at WS
1759103142.055966 yylex_token: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1759103142.055968 yylex_token: end at WS
1759103142.055970 yylex_token: h
1759103142.055971 yylex_token: end at WS
1759103142.055973 yylex_token: copy-mode
1759103142.055974 yylex_token: end at ;
1759103142.055975 yylex_token: -q
1759103142.055977 yylex_token: end at WS
1759103142.055978 yylex_token: set-buffer
1759103142.055980 yylex_token: end at WS
1759103142.055981 yylex_token: --
1759103142.055983 yylex_token: end at }
1759103142.055984 yylex_token: #{q:mouse_hyperlink}
1759103142.055986 yylex_token: end at WS
1759103142.055987 yylex_token: 
1759103142.055989 yylex_token: end at WS
1759103142.055990 yylex_token: Horizontal Split
1759103142.055992 yylex_token: end at WS
1759103142.055993 yylex_token: h
1759103142.055995 yylex_token: end at WS
1759103142.055996 yylex_token: split-window
1759103142.055998 yylex_token: end at }
1759103142.055999 yylex_token: -h
1759103142.056001 yylex_token: end at WS
1759103142.056002 yylex_token: Vertical Split
1759103142.056003 yylex_token: end at WS
1759103142.056005 yylex_token: v
1759103142.056006 yylex_token: end at WS
1759103142.056008 yylex_token: split-window
1759103142.056012 yylex_token: end at }
1759103142.056014 yylex_token: -v
1759103142.056015 yylex_token: end at WS
1759103142.056016 yylex_token: 
1759103142.056018 yylex_token: end at WS
1759103142.056020 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Up
1759103142.056022 yylex_token: end at WS
1759103142.056023 yylex_token: u
1759103142.056025 yylex_token: end at WS
1759103142.056026 yylex_token: swap-pane
1759103142.056027 yylex_token: end at }
1759103142.056029 yylex_token: -U
1759103142.056031 yylex_token: end at WS
1759103142.056032 yylex_token: #{?#{>:#{window_panes},1},,-}Swap Down
1759103142.056034 yylex_token: end at WS
1759103142.056035 yylex_token: d
1759103142.056037 yylex_token: end at WS
1759103142.056038 yylex_token: swap-pane
1759103142.056040 yylex_token: end at }
1759103142.056041 yylex_token: -D
1759103142.056043 yylex_token: end at WS
1759103142.056044 yylex_token: #{?pane_marked_set,,-}Swap Marked
1759103142.056046 yylex_token: end at WS
1759103142.056047 yylex_token: s
1759103142.056049 yylex_token: end at }
1759103142.056050 yylex_token: swap-pane
1759103142.056052 yylex_token: end at WS
1759103142.056053 yylex_token: 
1759103142.056054 yylex_token: end at WS
1759103142.056056 yylex_token: Kill
1759103142.056057 yylex_token: end at WS
1759103142.056058 yylex_token: X
1759103142.056060 yylex_token: end at }
1759103142.056061 yylex_token: kill-pane
1759103142.056063 yylex_token: end at WS
1759103142.056064 yylex_token: Respawn
1759103142.056066 yylex_token: end at WS
1759103142.056067 yylex_token: R
1759103142.056069 yylex_token: end at WS
1759103142.056070 yylex_token: respawn-pane
1759103142.056071 yylex_token: end at }
1759103142.056073 yylex_token: -k
1759103142.056074 yylex_token: end at WS
1759103142.056076 yylex_token: #{?pane_marked,Unmark,Mark}
1759103142.056077 yylex_token: end at WS
1759103142.056079 yylex_token: m
1759103142.056080 yylex_token: end at WS
1759103142.056082 yylex_token: select-pane
1759103142.056083 yylex_token: end at }
1759103142.056084 yylex_token: -m
1759103142.056087 yylex_token: end at WS
1759103142.056088 yylex_token: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1759103142.056090 yylex_token: end at WS
1759103142.056091 yylex_token: z
1759103142.056093 yylex_token: end at WS
1759103142.056094 yylex_token: resize-pane
1759103142.056096 yylex_token: end at }
1759103142.056097 yylex_token: -Z
1759103142.056100 cmd_parse_build_commands 0:0: bind
1759103142.056101 cmd_parse_build_commands 0:1: >
1759103142.056103 cmd_parse_build_commands 0:2 0:0: display-menu
1759103142.056104 cmd_parse_build_commands 0:2 0:1: -xP
1759103142.056106 cmd_parse_build_commands 0:2 0:2: -yP
1759103142.056107 cmd_parse_build_commands 0:2 0:3: -T
1759103142.056109 cmd_parse_build_commands 0:2 0:4: #[align=centre]#{pane_index} (#{pane_id})
1759103142.056111 cmd_parse_build_commands 0:2 0:5: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1759103142.056112 cmd_parse_build_commands 0:2 0:6: <
1759103142.056114 cmd_parse_build_commands 0:2 0:7 0:0: send
1759103142.056115 cmd_parse_build_commands 0:2 0:7 0:1: -X
1759103142.056117 cmd_parse_build_commands 0:2 0:7 0:2: history-top
1759103142.056119 cmd_parse_build_commands 0:2 0:8: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1759103142.056120 cmd_parse_build_commands 0:2 0:9: >
1759103142.056122 cmd_parse_build_commands 0:2 0:10 0:0: send
1759103142.056123 cmd_parse_build_commands 0:2 0:10 0:1: -X
1759103142.056125 cmd_parse_build_commands 0:2 0:10 0:2: history-bottom
1759103142.056126 cmd_parse_build_commands 0:2 0:11: 
1759103142.056128 cmd_parse_build_commands 0:2 0:12: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1759103142.056130 cmd_parse_build_commands 0:2 0:13: C-r
1759103142.056131 cmd_parse_build_commands 0:2 0:14 0:0: if
1759103142.056133 cmd_parse_build_commands 0:2 0:14 0:1: -F
1759103142.056135 cmd_parse_build_commands 0:2 0:14 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1759103142.056137 cmd_parse_build_commands 0:2 0:14 0:3: copy-mode -t=
1759103142.056138 cmd_parse_build_commands 0:2 0:14 1:0: send
1759103142.056143 cmd_parse_build_commands 0:2 0:14 1:1: -Xt=
